id_chatbot,intent,pertanyaan,jawaban,action,processed_question
103,layanan_servis,servis motor beat bisa,Bengkel melayani servis motor Beat.,,servis motor beat
104,layanan_servis,servis motor vario bisa,Bengkel melayani servis motor Vario.,,servis motor vario
105,cek_stok,stok oli yamalube matic,Sedang cek stok barang.,check_stock,stok oli yamalube matic
106,cek_stok,ada oli ahm mpx 2,Sedang cek stok barang.,check_stock,oli ahm mpx
107,cek_stok,oli enduro matic ready,Sedang cek stok barang.,check_stock,oli enduro matic ready
108,cek_stok,stok busi ngk cpr9ea,Sedang cek stok barang.,check_stock,stok busi ngk cprea
109,cek_stok,ada busi denso u22epr9,Sedang cek stok barang.,check_stock,busi denso uepr
110,cek_stok,stok aki gs astra,Sedang cek stok barang.,check_stock,stok aki gs astra
111,cek_stok,aki yuasa masih ada,Sedang cek stok barang.,check_stock,aki yuasa
112,cek_stok,ban fdr ready,Sedang cek stok barang.,check_stock,ban fdr ready
113,cek_stok,ban irc masih tersedia,Sedang cek stok barang.,check_stock,ban irc sedia
114,cek_stok,kampas rem federal ada,Sedang cek stok barang.,check_stock,kampas rem federal
115,cek_stok,kampas rem indoparts ready,Sedang cek stok barang.,check_stock,kampas rem indoparts ready
116,cek_stok,filter udara honda ada,Sedang cek stok barang.,check_stock,filter udara honda
117,cek_stok,filter udara yamaha tersedia,Sedang cek stok barang.,check_stock,filter udara yamaha sedia
118,cek_stok,cvt belt bando ada,Sedang cek stok barang.,check_stock,cvt belt bando
119,cek_stok,rantai sss ready,Sedang cek stok barang.,check_stock,rantai sss ready
120,cek_stok,stok oli untuk beat,Sedang cek stok barang.,check_stock,stok oli beat
121,cek_stok,stok busi untuk vario,Sedang cek stok barang.,check_stock,stok busi vario
122,cek_stok,stok aki untuk scoopy,Sedang cek stok barang.,check_stock,stok aki scoopy
123,info_barang,informasi oli yamalube matic,Info barang.,info_barang,informasi oli yamalube matic
124,info_barang,harga oli ahm mpx 2,Info barang.,info_barang,harga oli ahm mpx
125,info_barang,detail oli enduro matic,Info barang.,info_barang,detail oli enduro matic
126,info_barang,info busi ngk cpr9ea,Info barang.,info_barang,info busi ngk cprea
127,info_barang,harga busi denso u22epr9,Info barang.,info_barang,harga busi denso uepr
128,info_barang,informasi aki gs astra,Info barang.,info_barang,informasi aki gs astra
129,info_barang,detail aki yuasa,Info barang.,info_barang,detail aki yuasa
130,info_barang,harga ban fdr sport,Info barang.,info_barang,harga ban fdr sport
131,info_barang,info ban irc nr76,Info barang.,info_barang,info ban irc nr
132,info_barang,harga kampas rem federal,Info barang.,info_barang,harga kampas rem federal
133,info_barang,detail kampas rem indoparts,Info barang.,info_barang,detail kampas rem indoparts
134,info_barang,info filter udara honda,Info barang.,info_barang,info filter udara honda
135,info_barang,harga filter udara yamaha,Info barang.,info_barang,harga filter udara yamaha
136,info_barang,detail cvt belt bando,Info barang.,info_barang,detail cvt belt bando
137,info_barang,harga rantai sss,Info barang.,info_barang,harga rantai sss
138,info_barang,harga oli untuk beat,Info barang.,info_barang,harga oli beat
139,info_barang,info aki untuk vario,Info barang.,info_barang,info aki vario
140,info_barang,detail sparepart motor,Info barang.,info_barang,detail sparepart motor
141,rekom_produk,oli yang cocok untuk beat,Rekomendasi produk.,saran_produk,oli cocok beat
142,rekom_produk,rekomendasi oli vario,Rekomendasi produk.,saran_produk,rekomendasi oli vario
143,rekom_produk,oli bagus untuk scoopy,Rekomendasi produk.,saran_produk,oli bagus scoopy
144,rekom_produk,oli untuk motor matic,Rekomendasi produk.,saran_produk,oli motor matic
145,rekom_produk,busi yang cocok untuk beat,Rekomendasi produk.,saran_produk,busi cocok beat
146,rekom_produk,busi untuk vario apa,Rekomendasi produk.,saran_produk,busi vario apa
147,rekom_produk,aki terbaik untuk nmax,Rekomendasi produk.,saran_produk,aki baik nmax
148,rekom_produk,aki untuk pcx apa,Rekomendasi produk.,saran_produk,aki pcx apa
149,rekom_produk,ban yang cocok untuk beat,Rekomendasi produk.,saran_produk,ban cocok beat
150,rekom_produk,produk cocok untuk mio,Rekomendasi produk.,saran_produk,produk cocok mio
151,daftar_barang,oli yang tersedia ada apa saja,Berikut daftar oli yang tersedia.,list_barang,oli sedia apa
152,daftar_barang,oli apa saja yang ada,Berikut daftar oli yang tersedia.,list_barang,oli apa
153,daftar_barang,daftar oli yang tersedia,Berikut daftar oli yang tersedia.,list_barang,daftar oli sedia
154,daftar_barang,pilihan oli di bengkel apa saja,Berikut daftar oli yang tersedia.,list_barang,pilih oli bengkel apa
155,daftar_barang,busi yang tersedia ada apa saja,Berikut daftar busi yang tersedia.,list_barang,busi sedia apa
156,daftar_barang,daftar aki yang ada,Berikut daftar aki yang tersedia.,list_barang,daftar aki
157,daftar_barang,ban apa saja yang tersedia,Berikut daftar ban yang tersedia.,list_barang,ban apa sedia
158,daftar_barang,sparepart yang tersedia apa saja,Berikut daftar sparepart yang tersedia.,list_barang,sparepart sedia apa
159,daftar_barang,barang yang tersedia di bengkel apa saja,Berikut daftar barang yang tersedia.,list_barang,barang sedia bengkel apa
160,daftar_barang,ada pilihan filter udara apa saja,Berikut daftar filter udara yang tersedia.,list_barang,pilih filter udara apa
161,sapaan,halo min,Halo! Ada yang bisa saya bantu terkait layanan Bengkel Motor Kurnia?,,halo min
162,sapaan,hai min,Halo! Ada yang bisa saya bantu terkait layanan Bengkel Motor Kurnia?,,hai min
163,sapaan,hallo min,Halo! Ada yang bisa saya bantu terkait layanan Bengkel Motor Kurnia?,,hallo min
164,sapaan,selamat pagi min,"Selamat pagi, ada yang bisa kami bantu?",,selamat pagi min
165,sapaan,selamat siang min,"Selamat siang, silakan tanyakan kebutuhan Anda.",,selamat siang min
166,sapaan,selamat sore min,"Selamat sore, ada yang bisa dibantu?",,selamat sore min
167,sapaan,permisi min,"Halo, silakan tanyakan kebutuhan Anda.",,permisi min
168,sapaan,assalamualaikum min,"Waalaikumsalam, ada yang bisa dibantu?",,assalamualaikum min
169,sapaan,salam min,"Halo, selamat datang di Bengkel Motor Kurnia.",,salam min
170,sapaan,pagi bengkel min,"Selamat pagi, ada yang bisa dibantu?",,pagi bengkel min
171,sapaan,halo bengkel min,Halo! Ada yang bisa saya bantu terkait layanan bengkel?,,halo bengkel min
172,sapaan,hai admin min,Halo! Silakan tanyakan kebutuhan Anda.,,hai admin min
173,sapaan,selamat malam min,"Halo, pesan Anda tetap dapat ditanyakan melalui chatbot ini.",,selamat malam min
174,sapaan,punten bengkel min,"Halo, silakan tanyakan kebutuhan Anda.",,punten bengkel min
175,bantuan_umum,"min, tolong bantu saya","Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,min bantu
176,bantuan_umum,"min, bantu saya","Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,min bantu
177,bantuan_umum,"min, bisa bantu saya","Tentu, silakan tanyakan kebutuhan Anda terkait bengkel motor.",,min bantu
178,bantuan_umum,"min, saya butuh bantuan",Silakan tanyakan layanan bengkel yang Anda butuhkan.,,min butuh bantu
179,bantuan_umum,"min, bantu dong",Silakan tanyakan kebutuhan Anda terkait bengkel motor.,,min bantu dong
180,bantuan_umum,"min, chatbot ini bisa apa","Saya dapat membantu lokasi bengkel, jadwal, servis motor, stok barang, dan rekomendasi produk.",,min chatbot apa
181,bantuan_umum,"min, fitur chatbot apa saja","Saya dapat membantu lokasi bengkel, jadwal, servis motor, stok barang, dan rekomendasi produk.",,min fitur chatbot apa
182,bantuan_umum,"min, kamu bisa bantu apa","Saya dapat membantu informasi bengkel, stok barang, dan keluhan motor sederhana.",,min kamu bantu apa
183,bantuan_umum,"min, saya mau tanya",Silakan tanyakan kebutuhan Anda terkait bengkel motor.,,min mau tanya
184,bantuan_umum,"min, mau tanya dong",Silakan tanyakan kebutuhan Anda terkait bengkel motor.,,min mau tanya dong
185,bantuan_umum,"min, butuh informasi bengkel","Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,min butuh informasi bengkel
186,bantuan_umum,"min, help",Silakan tanyakan kebutuhan Anda terkait bengkel motor.,,min help
187,bantuan_umum,"min, ada yang bisa dibantu","Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,min bantu
188,bantuan_umum,"min, informasi apa saja yang tersedia","Saya dapat membantu lokasi bengkel, jadwal, servis motor, stok barang, dan rekomendasi produk.",,min informasi apa sedia
189,akhir_percakapan,terima kasih ya,"Sama-sama, semoga membantu.",,terima kasih
190,akhir_percakapan,makasih ya,"Sama-sama, hati-hati di jalan.",,makasih
191,akhir_percakapan,matur nuwun ya,"Sama-sama, semoga membantu.",,matur nuwun
192,akhir_percakapan,sudah cukup ya,"Baik, terima kasih telah menggunakan layanan chatbot bengkel.",,cukup
193,akhir_percakapan,cukup ya,"Baik, semoga informasi yang diberikan membantu.",,cukup
194,akhir_percakapan,itu saja ya,"Baik, terima kasih sudah menghubungi bengkel kami.",,
195,akhir_percakapan,tidak ada pertanyaan lagi ya,"Baik, terima kasih sudah menghubungi bengkel kami.",,tanya
196,akhir_percakapan,sudah jelas ya,"Baik, terima kasih telah menggunakan layanan chatbot bengkel.",,jelas
197,akhir_percakapan,oke makasih ya,"Sama-sama, semoga harimu menyenangkan.",,oke makasih
198,akhir_percakapan,bye ya,Terima kasih telah menggunakan layanan chatbot bengkel.,,bye
199,akhir_percakapan,sampai jumpa ya,Sampai jumpa kembali.,,jumpa
200,akhir_percakapan,ok sip ya,"Baik, semoga informasi yang diberikan membantu.",,sip
201,jadwal_bengkel,"min, bengkel buka jam berapa",Bengkel buka pukul 08.00-17.00 WIB.,,min bengkel buka jam berapa
202,jadwal_bengkel,"min, jam operasional bengkel",Bengkel buka Senin-Sabtu pukul 08.00-17.00 WIB.,,min jam operasional bengkel
203,jadwal_bengkel,"min, hari ini buka tidak",Bengkel buka Senin-Sabtu pukul 08.00-17.00 WIB.,,min hari buka
204,jadwal_bengkel,"min, buka sampai jam berapa",Bengkel melayani sampai pukul 17.00 WIB.,,min buka jam berapa
205,jadwal_bengkel,"min, bengkel tutup jam berapa",Bengkel tutup pukul 17.00 WIB.,,min bengkel tutup jam berapa
206,jadwal_bengkel,"min, hari minggu buka tidak",Bengkel libur pada hari Minggu.,,min hari minggu buka
207,jadwal_bengkel,"min, sabtu buka tidak",Bengkel buka hari Senin-Sabtu.,,min sabtu buka
208,jadwal_bengkel,"min, bisa servis sore",Bengkel melayani servis sampai pukul 17.00 WIB.,,min servis sore
209,jadwal_bengkel,"min, jadwal bengkel gimana",Bengkel buka Senin-Sabtu pukul 08.00-17.00 WIB.,,min jadwal bengkel gimana
210,jadwal_bengkel,"min, buka dari pagi jam berapa",Bengkel buka mulai pukul 08.00 WIB.,,min buka pagi jam berapa
211,jadwal_bengkel,"min, bengkel libur hari apa",Bengkel libur hari Minggu.,,min bengkel libur hari apa
212,jadwal_bengkel,"min, masih buka sekarang",Bengkel buka sampai pukul 17.00 WIB.,,min buka sekarang
213,lokasi_bengkel,alamat bengkel dimana min,Bengkel berada di depan Masjid Senduro.,open_maps,alamat bengkel min
214,lokasi_bengkel,lokasi bengkel dimana min,Bengkel berada di depan Masjid Senduro.,open_maps,lokasi bengkel min
215,lokasi_bengkel,bengkel ada dimana min,Bengkel berada di depan Masjid Senduro.,open_maps,bengkel min
216,lokasi_bengkel,share lokasi bengkel min,Bengkel berada di depan Masjid Senduro.,open_maps,share lokasi bengkel min
217,lokasi_bengkel,ada maps bengkel min,Bengkel berada di depan Masjid Senduro.,open_maps,maps bengkel min
218,lokasi_bengkel,kirim alamat bengkel min,Bengkel berada di depan Masjid Senduro.,open_maps,kirim alamat bengkel min
219,lokasi_bengkel,bengkel dekat mana min,Bengkel berada di depan Masjid Senduro.,open_maps,bengkel dekat mana min
220,lokasi_bengkel,rute ke bengkel gimana min,Bengkel berada di depan Masjid Senduro.,open_maps,rute bengkel gimana min
221,lokasi_bengkel,posisi bengkel dimana min,Bengkel berada di depan Masjid Senduro.,open_maps,posisi bengkel min
222,lokasi_bengkel,lokasi lengkap bengkel min,Bengkel berada di depan Masjid Senduro.,open_maps,lokasi lengkap bengkel min
223,lokasi_bengkel,maps kurnia motor min,Bengkel berada di depan Masjid Senduro.,open_maps,maps kurnia motor min
224,lokasi_bengkel,saya mau ke bengkel min,Bengkel berada di depan Masjid Senduro.,open_maps,mau bengkel min
225,kontak_admin,"min, nomor wa bengkel berapa",Nomor WhatsApp kami adalah 085606213825.,open_wa,min nomor wa bengkel berapa
226,kontak_admin,"min, wa bengkel berapa",Nomor WhatsApp kami adalah 085606213825.,open_wa,min wa bengkel berapa
227,kontak_admin,"min, nomor whatsapp bengkel",Nomor WhatsApp kami adalah 085606213825.,open_wa,min nomor whatsapp bengkel
228,kontak_admin,"min, bisa hubungi lewat whatsapp",Nomor WhatsApp kami adalah 085606213825.,open_wa,min hubung lewat whatsapp
229,kontak_admin,"min, kontak admin ada",Nomor WhatsApp kami adalah 085606213825.,open_wa,min kontak admin
230,kontak_admin,"min, nomor telepon bengkel",Nomor WhatsApp kami adalah 085606213825.,open_wa,min nomor telepon bengkel
231,kontak_admin,"min, minta nomor admin",Nomor WhatsApp kami adalah 085606213825.,open_wa,min minta nomor admin
232,kontak_admin,"min, saya mau chat petugas",Nomor WhatsApp kami adalah 085606213825.,open_wa,min mau chat tugas
233,kontak_admin,"min, hubungi petugas bengkel",Nomor WhatsApp kami adalah 085606213825.,open_wa,min hubung tugas bengkel
234,kontak_admin,"min, nomor bengkel berapa",Nomor WhatsApp kami adalah 085606213825.,open_wa,min nomor bengkel berapa
235,kontak_admin,"min, kontak bengkel",Nomor WhatsApp kami adalah 085606213825.,open_wa,min kontak bengkel
236,kontak_admin,"min, admin bisa dihubungi",Nomor WhatsApp kami adalah 085606213825.,open_wa,min admin hubung
237,harga_servis,ganti oli motor berapa ya,"Biaya ganti oli mulai Rp50.000, belum termasuk harga oli tertentu.",,ganti oli motor berapa
238,harga_servis,servis motor berapa ya,Biaya servis motor mulai dari Rp75.000.,,servis motor berapa
239,harga_servis,servis lengkap habis berapa ya,Biaya servis lengkap mulai dari Rp150.000.,,servis lengkap habis berapa
240,harga_servis,tune up motor berapa ya,Biaya tune up mulai dari Rp100.000.,,tune up motor berapa
241,harga_servis,servis ringan berapa ya,Biaya servis ringan mulai dari Rp75.000.,,servis ringan berapa
242,harga_servis,cek motor bayar tidak ya,Pengecekan motor gratis.,,cek motor bayar
243,harga_servis,biaya cek kerusakan motor ya,Pengecekan motor gratis.,,biaya cek rusa motor
244,harga_servis,tarif servis matic ya,Biaya servis motor matic mulai dari Rp75.000.,,tarif servis matic
245,harga_servis,harga servis injeksi ya,Biaya servis injeksi menyesuaikan kondisi motor.,,harga servis injeksi
246,harga_servis,berapa biaya perbaikan rem ya,Biaya perbaikan rem menyesuaikan kondisi dan sparepart.,,berapa biaya baik rem
247,harga_servis,biaya ganti ban ya,Biaya penggantian ban menyesuaikan jenis ban.,,biaya ganti ban
248,harga_servis,harga tune up bengkel ya,Biaya tune up mulai dari Rp100.000.,,harga tune up bengkel
249,layanan_servis,"min, motor saya brebet",Sedang menganalisis keluhan motor.,diagnosa,min motor brebet
250,layanan_servis,"min, motor brebet saat digas",Sedang menganalisis keluhan motor.,diagnosa,min motor brebet gas
251,layanan_servis,"min, motor brebet di tanjakan",Sedang menganalisis keluhan motor.,diagnosa,min motor brebet tanjak
252,layanan_servis,"min, motor brebet saat dingin",Sedang menganalisis keluhan motor.,diagnosa,min motor brebet dingin
253,layanan_servis,"min, motor susah hidup",Sedang menganalisis keluhan motor.,diagnosa,min motor susah hidup
254,layanan_servis,"min, rem motor keras",Sedang menganalisis keluhan motor.,diagnosa,min rem motor keras
255,layanan_servis,"min, mesin motor cepat panas",Sedang menganalisis keluhan motor.,diagnosa,min mesin motor cepat panas
256,layanan_servis,"min, bisa servis motor matic",Bengkel melayani servis motor matic.,,min servis motor matic
257,layanan_servis,"min, bisa servis injeksi",Bengkel menerima servis injeksi.,,min servis injeksi
258,layanan_servis,"min, bisa tune up motor",Bengkel melayani tune up motor.,,min tune up motor
259,layanan_servis,"min, bisa ganti ban",Bengkel melayani penggantian ban.,,min ganti ban
260,layanan_servis,"min, bisa ganti oli",Bengkel melayani penggantian oli.,,min ganti oli
261,layanan_servis,"min, bisa perbaiki rem motor",Bengkel melayani perbaikan rem motor.,,min baik rem motor
262,layanan_servis,"min, servis motor karburator bisa",Bengkel melayani servis motor karburator.,,min servis motor karburator
263,layanan_servis,"min, servis motor beat bisa",Bengkel melayani servis motor Beat.,,min servis motor beat
264,layanan_servis,"min, servis motor vario bisa",Bengkel melayani servis motor Vario.,,min servis motor vario
265,cek_stok,stok oli yamalube matic dong,Sedang cek stok barang.,check_stock,stok oli yamalube matic dong
266,cek_stok,ada oli ahm mpx 2 dong,Sedang cek stok barang.,check_stock,oli ahm mpx dong
